Court_State,Court_District,Case_Type,Count,Mapping,As_Of_Date
Maharashtra,Mumbai City Civil Court,PMLA SPL  CASE,84,Criminal,09-10-2023
Maharashtra,Mumbai City Civil Court,POCSO M A,1263,Criminal,12-11-2022
Maharashtra,Mumbai City Civil Court,POCSO SPL CASE,3853,Criminal,31-01-2023
Maharashtra,Mumbai City Civil Court,REG CRI CASE,1,Criminal,26-05-2022
Maharashtra,Mumbai City Civil Court,REMAND APPL POCSO,6090,Criminal,20-03-2023
Maharashtra,Mumbai City Civil Court,REMAND APPLN  ACB,525,Criminal,16-04-2022
Maharashtra,Mumbai City Civil Court,REMAND APPLN  CBI,291,Criminal,06-06-2022
Maharashtra,Mumbai City Civil Court,REMAND APPLN  MCOC,901,Criminal,19-03-2022
Maharashtra,Mumbai City Civil Court,REMAND APPLN  MPID,201,Criminal,20-04-2022
Maharashtra,Mumbai City Civil Court,REMAND APPLN  MSEB,568,Other,26-01-2022
Maharashtra,Mumbai City Civil Court,REMAND APPLN  NDPS,2610,Criminal,14-07-2022
Maharashtra,Mumbai City Civil Court,REMAND APPLN  POTA,19,Criminal,21-09-2023
Maharashtra,Mumbai City Civil Court,REMAND APPLN  SCST,28,Criminal,30-11-2021
Maharashtra,Mumbai City Civil Court,REMAND APPLN  TADA,3,Criminal,17-05-2023
Maharashtra,Mumbai City Civil Court,REMAND APPLN CBI,12,Criminal,06-11-2022
Maharashtra,Mumbai City Civil Court,REMAND APPLN MSEB,430,Other,26-01-2023
Maharashtra,Mumbai City Civil Court,REMAND APPLN NDPS,2,Criminal,09-08-2023
Maharashtra,Mumbai City Civil Court,REMAND APPLN. MSEB,186,Other,02-08-2023
Maharashtra,Mumbai City Civil Court,REVIEW APPLN.,6,Civil,06-07-2023
Maharashtra,Mumbai City Civil Court,REVIEW PETITION,418,Civil,04-10-2022
Maharashtra,Mumbai City Civil Court,SEBI MA,382,Criminal,11-08-2022
Maharashtra,Mumbai City Civil Court,SEBI SPL CASE,887,Criminal,02-12-2022
Maharashtra,Mumbai City Civil Court,SESS CASERIOT,44,Criminal,05-12-2022
Maharashtra,Mumbai City Civil Court,SESSIONS CASE,18895,Criminal,01-09-2023
Maharashtra,Mumbai City Civil Court,SPL  CASE ELECTRICITY,873,Criminal,17-10-2022
Maharashtra,Mumbai City Civil Court,SPL  CASE MCOC,229,Criminal,11-05-2022
Maharashtra,Mumbai City Civil Court,SPL  CASE POTA,2,Criminal,10-06-2022
Maharashtra,Mumbai City Civil Court,SPL  CASE SCST,252,Criminal,08-12-2021
Maharashtra,Mumbai City Civil Court,SPL  CASE TADA,8,Criminal,07-09-2022
Maharashtra,Mumbai City Civil Court,SPL CASE,93,Criminal,02-06-2023
Maharashtra,Mumbai City Civil Court,SPL CASE ACB,735,Criminal,22-08-2023
Maharashtra,Mumbai City Civil Court,SPL CASE CBI,642,Criminal,23-06-2023
Maharashtra,Mumbai City Civil Court,SPL CASE ELECTRICITY,563,Criminal,09-08-2023
Maharashtra,Mumbai City Civil Court,SPL CASE MCOC,11,Criminal,21-04-2022
Maharashtra,Mumbai City Civil Court,SPL CASE MSEB,149,Other,08-11-2023
Maharashtra,Mumbai City Civil Court,SPL CASE SCST,39,Criminal,18-02-2022
Maharashtra,Mumbai City Civil Court,SPL CRI M A,4,Criminal,16-09-2022
Maharashtra,Mumbai City Civil Court,SPL CRI MA,15,Criminal,23-05-2022
Maharashtra,Mumbai City Civil Court,SPL.CASE,440,Criminal,24-10-2022
Maharashtra,Mumbai City Civil Court,SPL.CASE CHILD PROT,2237,Criminal,08-02-2023
Maharashtra,Mumbai City Civil Court,STAY APPLICATION,1409,Civil,17-07-2022
Maharashtra,Mumbai City Civil Court,SUIT,78142,Civil,25-06-2023
Maharashtra,Mumbai City Civil Court,SUM.CIV.SUIT,5017,Civil,18-08-2023
Maharashtra,Mumbai City Civil Court,SUMMARY CASE,2,Other,17-12-2021
Maharashtra,Mumbai City Civil Court,SUMMARY CIVIL SUIT,8583,Civil,27-04-2023
Maharashtra,Mumbai City Civil Court,SUMMONS FOR JUDGEMENT,1114,Civil,09-01-2022
Maharashtra,Mumbai City Civil Court,SUMMONS FOR JUDGT,2804,Civil,15-11-2022
Maharashtra,Mumbai City Civil Court,SUSCA,4,Other,25-07-2022
Maharashtra,Mumbai City Civil Court,T CRI M A,1,Criminal,05-09-2023
Maharashtra,Mumbai City Civil Court,T CRI MA,7,Criminal,21-03-2023
Maharashtra,Mumbai City Civil Court,T.CRI.M.A.,80,Criminal,27-06-2023
Maharashtra,Mumbai City Civil Court,TRANSFER APPL,1795,Civil,20-03-2023
Maharashtra,Mumbai City Civil Court,TRANSFER APPLICATION,186,Civil,12-02-2022
Maharashtra,Mumbai City Civil Court,NA,1,Other,08-02-2023
Maharashtra,Mumbai CMM Courts,145 CR. P.C.,1,Criminal,09-04-2023
Maharashtra,Mumbai CMM Courts,BA,718,Criminal,29-12-2022
Maharashtra,Mumbai CMM Courts,BAIL APPLICATION,1046,Criminal,26-02-2022
Maharashtra,Mumbai CMM Courts,BUILDING CASES,1682,Criminal,06-01-2022
Maharashtra,Mumbai CMM Courts,C.B.I. POLICE,2,Criminal,01-09-2022
Maharashtra,Mumbai CMM Courts,CBI,72,Criminal,08-08-2022
Maharashtra,Mumbai CMM Courts,CIVIL APPEAL,8,Civil,22-06-2023
Maharashtra,Mumbai CMM Courts,CRI REV,1,Criminal,10-10-2022
Maharashtra,Mumbai CMM Courts,CRI.M.A.,159,Criminal,07-12-2021
Maharashtra,Mumbai CMM Courts,CRIMINAL APPEAL,1,Criminal,14-02-2023
Maharashtra,Mumbai CMM Courts,CS,2076,Other,24-10-2022
Maharashtra,Mumbai CMM Courts,CUSTOM SUMMONS CASES SS,7,Other,24-05-2022
Maharashtra,Mumbai CMM Courts,CUSTOM WARRANT  CASES CW,37,Other,12-08-2022
Maharashtra,Mumbai CMM Courts,CUSTOMS CASES W,6,Other,04-12-2021
Maharashtra,Mumbai CMM Courts,CW,1177,Other,28-08-2022
Maharashtra,Mumbai CMM Courts,D V,21,Criminal,31-03-2023
Maharashtra,Mumbai CMM Courts,D V  CASES,2140,Criminal,14-02-2022
Maharashtra,Mumbai CMM Courts,D. V. CASES,242,Criminal,05-08-2022
Maharashtra,Mumbai CMM Courts,D.V.,1300,Criminal,23-08-2023
Maharashtra,Mumbai CMM Courts,DOMESTIC VIOLENCE,2528,Criminal,21-11-2021
Maharashtra,Mumbai CMM Courts,DOMESTIC VIOLENCE CASES,2407,Criminal,11-03-2023
Maharashtra,Mumbai CMM Courts,DRAINAGE CASES,2027,Criminal,11-08-2023
Maharashtra,Mumbai CMM Courts,DV,115,Criminal,19-01-2023
Maharashtra,Mumbai CMM Courts,DV CASE,943,Criminal,01-02-2023
Maharashtra,Mumbai CMM Courts,DVC,2174,Criminal,12-02-2023
Maharashtra,Mumbai CMM Courts,E CASES S,31,Civil,17-05-2023
Maharashtra,Mumbai CMM Courts,E CASESW,219,Civil,11-06-2022
Maharashtra,Mumbai CMM Courts,ECA,5,Civil,27-01-2023
Maharashtra,Mumbai CMM Courts,FACTORY CASES,4937,Criminal,03-12-2022
Maharashtra,Mumbai CMM Courts,FOREST DEPT CASES,18,Criminal,18-05-2022
Maharashtra,Mumbai CMM Courts,HAWKER,456,Criminal,04-03-2023
Maharashtra,Mumbai CMM Courts,HAWKERS CASE,38,Criminal,14-06-2022
Maharashtra,Mumbai CMM Courts,HAWKERS CASES,80,Criminal,19-12-2022
Maharashtra,Mumbai CMM Courts,HEALTH CASES,12050,Criminal,12-11-2022
Maharashtra,Mumbai CMM Courts,I  R CASES,40,Criminal,21-11-2022
Maharashtra,Mumbai CMM Courts,I AND  R CASES,107,Criminal,19-04-2023
Maharashtra,Mumbai CMM Courts,I AND R CASES,653,Criminal,02-09-2022
Maharashtra,Mumbai CMM Courts,I N R,117,Criminal,02-07-2022
Maharashtra,Mumbai CMM Courts,I R CASES,185,Criminal,28-07-2023
Maharashtra,Mumbai CMM Courts,I.O.,291,Criminal,25-06-2022
Maharashtra,Mumbai CMM Courts,INCOME TAX CASES,2078,Civil,17-10-2023
Maharashtra,Mumbai CMM Courts,J,579,Criminal,21-09-2022
Maharashtra,Mumbai CMM Courts,JS,1322,Other,12-02-2022
Maharashtra,Mumbai CMM Courts,JSW,6,Criminal,26-09-2023
Maharashtra,Mumbai CMM Courts,JW,10810,Criminal,28-08-2023
Maharashtra,Mumbai CMM Courts,LICENCE CASES,33713,Criminal,12-07-2022
Maharashtra,Mumbai CMM Courts,LN,10,Other,25-05-2023
Maharashtra,Mumbai CMM Courts,MA,80,Other,06-04-2022
Maharashtra,Mumbai CMM Courts,MARINE EQUIRY,2,Other,18-07-2023
Maharashtra,Mumbai CMM Courts,MARINE INQUIRY,1,Other,18-01-2022
Maharashtra,Mumbai CMM Courts,MISC,14553,Other,07-10-2022
Maharashtra,Mumbai CMM Courts,MISC CASE,1574,Criminal,14-06-2022
Maharashtra,Mumbai CMM Courts,MISC CASES,12928,Other,05-10-2022
Maharashtra,Mumbai CMM Courts,MISC CASES  MISC,10515,Other,07-05-2023
Maharashtra,Mumbai CMM Courts,MISC. CASE,6053,Criminal,14-01-2022
Maharashtra,Mumbai CMM Courts,MISC. CASES,12011,Criminal,23-04-2023
Maharashtra,Mumbai CMM Courts,MISC. CRIMINAL APPLICATIONS,4,Criminal,24-04-2022
Maharashtra,Mumbai CMM Courts,MISCELLANEOUS CASES,4825,Other,28-11-2021
Maharashtra,Mumbai CMM Courts,MTP CASES,4,Criminal,17-04-2022
Maharashtra,Mumbai CMM Courts,NARCOTIC CASE,1,Criminal,16-06-2022
Maharashtra,Mumbai CMM Courts,NOTICE,641,Other,20-02-2022
Maharashtra,Mumbai CMM Courts,NOTICE CASE,2346,Other,07-05-2022
Maharashtra,Mumbai CMM Courts,NOTICE CASES,26568,Other,25-10-2022
Maharashtra,Mumbai CMM Courts,OCTROI,9,Criminal,27-07-2023
Maharashtra,Mumbai CMM Courts,OCTROI CASE,37,Criminal,18-04-2023
Maharashtra,Mumbai CMM Courts,P - POLICE CASES,17,Criminal,23-03-2022
Maharashtra,Mumbai CMM Courts,P S,14889,Criminal,20-04-2022
Maharashtra,Mumbai CMM Courts,P W,3395,Criminal,03-07-2023
Maharashtra,Mumbai CMM Courts,P. F. CASES,1338,Civil,01-01-2023
Maharashtra,Mumbai CMM Courts,P.C.O. CASES,2040,Criminal,21-07-2022
Maharashtra,Mumbai CMM Courts,POLICE CASE,184,Criminal,30-07-2022
Maharashtra,Mumbai CMM Courts,POLICE CASE PS,9569,Criminal,29-10-2022
Maharashtra,Mumbai CMM Courts,POLICE CASE PW,50161,Criminal,18-04-2023
Maharashtra,Mumbai CMM Courts,POLICE CASES,233,Criminal,10-07-2023
Maharashtra,Mumbai CMM Courts,POLICE CASES  PS,15627,Criminal,27-10-2023
Maharashtra,Mumbai CMM Courts,POLICE CASES  PW,19425,Criminal,19-09-2023
Maharashtra,Mumbai CMM Courts,POLICE CASES  S,48216,Criminal,13-04-2023
Maharashtra,Mumbai CMM Courts,POLICE CASES  W,17274,Criminal,19-03-2023
Maharashtra,Mumbai CMM Courts,POLICE CASES H,1203,Criminal,15-11-2022
Maharashtra,Mumbai CMM Courts,POLICE CASES PS,119244,Criminal,27-04-2023
Maharashtra,Mumbai CMM Courts,POLICE CASES PW,81525,Criminal,16-11-2022
Maharashtra,Mumbai CMM Courts,POLICE CASES S,14453,Criminal,23-04-2023
Maharashtra,Mumbai CMM Courts,POLICE CASES W,64115,Criminal,31-10-2023
Maharashtra,Mumbai CMM Courts,POLICE CASES(S),3128,Criminal,15-07-2023
Maharashtra,Mumbai CMM Courts,POLICE CASES(W),12146,Criminal,10-11-2023
Maharashtra,Mumbai CMM Courts,POLICE CASESW,455,Criminal,02-07-2022
Maharashtra,Mumbai CMM Courts,POLICE SUMMONS PS,22445,Criminal,08-06-2022
Maharashtra,Mumbai CMM Courts,POLICE WARRANT PW,27079,Criminal,20-09-2023
Maharashtra,Mumbai CMM Courts,PRE-TRIAL,1,Other,24-07-2023
Maharashtra,Mumbai CMM Courts,PRIVATE SUMMONS SS,13,Criminal,14-12-2022
Maharashtra,Mumbai CMM Courts,PRIVATE SUMMONS SW,993,Criminal,19-04-2023
Maharashtra,Mumbai CMM Courts,PRIVATE WARRANT CASE SW,2369,Criminal,17-09-2023
Maharashtra,Mumbai CMM Courts,PROCLAMATION,2,Criminal,04-07-2022
Maharashtra,Mumbai CMM Courts,PS,28455,Criminal,10-07-2023
Maharashtra,Mumbai CMM Courts,PW,29106,Criminal,07-08-2022
Maharashtra,Mumbai CMM Courts,PWDVA,1558,Criminal,01-01-2022
Maharashtra,Mumbai CMM Courts,RAILWAY POLICE CASE P,38,Criminal,22-04-2023
Maharashtra,Mumbai CMM Courts,REG. OF BIRTH,3,Civil,19-10-2022
Maharashtra,Mumbai CMM Courts,REMAND APPLIN.,64,Criminal,16-12-2021
Maharashtra,Mumbai CMM Courts,RP,1,Criminal,24-11-2022
Maharashtra,Mumbai CMM Courts,RPF DADAR,7,Criminal,10-08-2023
Maharashtra,Mumbai CMM Courts,RPF S CASES,1,Criminal,27-10-2022
Maharashtra,Mumbai CMM Courts,S S,122487,Criminal,16-03-2023
Maharashtra,Mumbai CMM Courts,S W,13747,Criminal,18-01-2023
Maharashtra,Mumbai CMM Courts,S.E.M. CASES,27,Other,11-11-2022
Maharashtra,Mumbai CMM Courts,SAMMARY-C,93,Criminal,03-01-2023
Maharashtra,Mumbai CMM Courts,SECU. CASE,6145,Other,08-07-2022
Maharashtra,Mumbai CMM Courts,SF CASE,58,Civil,26-07-2023
Maharashtra,Mumbai CMM Courts,SF CASES,10,Civil,22-08-2023
Maharashtra,Mumbai CMM Courts,SL CASES,35,Other,17-11-2021
Maharashtra,Mumbai CMM Courts,SLC CASES,102,Other,26-05-2022
Maharashtra,Mumbai CMM Courts,SS,26527,Criminal,14-10-2022
Maharashtra,Mumbai CMM Courts,SS CASE SS,13113,Criminal,03-12-2022
Maharashtra,Mumbai CMM Courts,SS CASE SW,1403,Criminal,04-01-2022
Maharashtra,Mumbai CMM Courts,SS CASES,83165,Other,11-06-2022
Maharashtra,Mumbai CMM Courts,SS CASES   W,1973,Criminal,24-03-2023
Maharashtra,Mumbai CMM Courts,SS CASES  S,90808,Criminal,07-09-2022
Maharashtra,Mumbai CMM Courts,SS CASES  SW,3629,Other,03-12-2022
Maharashtra,Mumbai CMM Courts,SS CASES (SW),1,Criminal,30-04-2023
Maharashtra,Mumbai CMM Courts,SS CASES (W),2437,Criminal,06-05-2023
Maharashtra,Mumbai CMM Courts,SS CASES S,1918,Criminal,22-10-2022
Maharashtra,Mumbai CMM Courts,SS CASES W,7203,Criminal,30-05-2022
Maharashtra,Mumbai CMM Courts,SS CASES(S),397,Criminal,04-07-2022
Maharashtra,Mumbai CMM Courts,SS CASESS,60117,Other,06-06-2023
Maharashtra,Mumbai CMM Courts,SS CASESS  SS,89541,Criminal,08-09-2022
Maharashtra,Mumbai CMM Courts,SS SUMMONS CASE,17,Criminal,22-04-2022
Maharashtra,Mumbai CMM Courts,SUMMARY,603,Criminal,16-05-2022
Maharashtra,Mumbai CMM Courts,SUMMARY-B,9,Criminal,15-05-2022
Maharashtra,Mumbai CMM Courts,SUMMARY-NC,4,Criminal,08-02-2023
Maharashtra,Mumbai CMM Courts,SUMMARY - ABATED,2,Criminal,05-06-2022
Maharashtra,Mumbai CMM Courts,SUMMARY CASE,212,Criminal,26-02-2023
Maharashtra,Mumbai CMM Courts,SUMMARY CASES,2,Criminal,24-06-2023
Maharashtra,Mumbai CMM Courts,SUMMONS  CASES SS,25348,Criminal,22-11-2021
Maharashtra,Mumbai CMM Courts,SUMMONS CASES SS,167714,Criminal,02-03-2022
Maharashtra,Mumbai CMM Courts,SUMMONS CASES SW,3749,Criminal,08-04-2022
Maharashtra,Mumbai CMM Courts,SUMMONS PRIVATE CASES SS,65440,Criminal,21-03-2023
Maharashtra,Mumbai CMM Courts,SUMMONS WARRANT CASES SW,4591,Other,18-04-2022
Maharashtra,Mumbai CMM Courts,SUMMONS WARRENT  CASES SW,1678,Criminal,09-03-2022
Maharashtra,Mumbai CMM Courts,SUMMONS WARRENT CASES SW,5209,Criminal,17-12-2021
Maharashtra,Mumbai CMM Courts,SW,2017,Criminal,19-10-2022
Maharashtra,Mumbai CMM Courts,SW CASES,839,Criminal,30-01-2023
Maharashtra,Mumbai CMM Courts,SWM CASES,68,Other,23-03-2023
Maharashtra,Mumbai CMM Courts,T APPLN,1,Criminal,04-07-2022
Maharashtra,Mumbai CMM Courts,TA,2206,Criminal,21-02-2023
Maharashtra,Mumbai CMM Courts,TRANSFER APPL.,15,Criminal,08-05-2023
Maharashtra,Mumbai CMM Courts,WATER CASES,1,Criminal,17-05-2023
Maharashtra,Mumbai Motor Accident Claims T,AC CRI.M.A.,1,Criminal,21-07-2022
Maharashtra,Mumbai Motor Accident Claims T,CIVIL APPEAL,1,Civil,03-07-2022
Maharashtra,Mumbai Motor Accident Claims T,CRI.BAIL APPLN.,2,Criminal,12-10-2023
Maharashtra,Mumbai Motor Accident Claims T,ELEC.PETN.,2,Civil,02-03-2022
Maharashtra,Mumbai Motor Accident Claims T,LAND REF.,1,Civil,06-12-2022
Maharashtra,Mumbai Motor Accident Claims T,M.A.C.P.,11,Civil,15-07-2023
Maharashtra,Mumbai Motor Accident Claims T,MACP,35398,Civil,18-07-2022
Maharashtra,Mumbai Motor Accident Claims T,MACP SPL.,3,Civil,30-08-2023
Maharashtra,Mumbai Motor Accident Claims T,MACP. DKST.,1809,Civil,20-03-2023
Maharashtra,Mumbai Motor Accident Claims T,MACP. M.A.,1399,Civil,09-05-2022
Maharashtra,Mumbai Motor Accident Claims T,MACT C APPLN.,50,Civil,27-10-2022
Maharashtra,Mumbai Motor Accident Claims T,MPID M.A.,1,Civil,06-02-2023
Maharashtra,Mumbai Motor Accident Claims T,MPID M.A. OTHERS,5,Civil,27-08-2023
Maharashtra,Mumbai Motor Accident Claims T,NDPS CRI.REVN.,1,Criminal,27-12-2021
Maharashtra,Mumbai Motor Accident Claims T,NDPS. S. CASE,1,Criminal,01-06-2022
Maharashtra,Mumbai Motor Accident Claims T,SUMMARY CASE,2,Criminal,01-08-2023
Maharashtra,Mumbai Motor Accident Claims T,TADA S. C.,1,Criminal,23-08-2022
Maharashtra,Mumbai Small Causes Court,APPEAL,1527,Civil,15-01-2022
Maharashtra,Mumbai Small Causes Court,APPEAL 2A,352,Civil,29-08-2022
Maharashtra,Mumbai Small Causes Court,APPEAL A1,743,Civil,23-03-2022
Maharashtra,Mumbai Small Causes Court,C CLAIM,16,Civil,18-08-2022
Maharashtra,Mumbai Small Causes Court,CONT.NT,127,Civil,09-01-2023
Maharashtra,Mumbai Small Causes Court,CROSS APPEAL,12,Civil,22-06-2022
Maharashtra,Mumbai Small Causes Court,CROSS OBJ,59,Civil,23-08-2022
Maharashtra,Mumbai Small Causes Court,E APPEAL,78,Civil,22-08-2023
Maharashtra,Mumbai Small Causes Court,EXE APPLN,1170,Other,06-10-2023
Maharashtra,Mumbai Small Causes Court,I.P.,47,Civil,26-09-2023
Maharashtra,Mumbai Small Causes Court,LC,53,Civil,28-09-2022
Maharashtra,Mumbai Small Causes Court,LD,390,Civil,02-10-2022
Maharashtra,Mumbai Small Causes Court,LE,550,Civil,12-08-2023
Maharashtra,Mumbai Small Causes Court,LEC,633,Civil,28-09-2023
Maharashtra,Mumbai Small Causes Court,M APPEAL,935,Civil,03-09-2022
Maharashtra,Mumbai Small Causes Court,M.P.P.,145,Civil,25-03-2023
Maharashtra,Mumbai Small Causes Court,MANRJI,111,Civil,22-05-2023
Maharashtra,Mumbai Small Causes Court,MARJI,2232,Civil,02-02-2023
Maharashtra,Mumbai Small Causes Court,MISC.APPLN,1404,Civil,24-02-2023
Maharashtra,Mumbai Small Causes Court,OBST.NT.,271,Civil,14-11-2022
Maharashtra,Mumbai Small Causes Court,P APPEAL,240,Civil,01-01-2023
Maharashtra,Mumbai Small Causes Court,R APPEAL,188,Civil,14-04-2022
Maharashtra,Mumbai Small Causes Court,RAD,3696,Civil,25-08-2022
Maharashtra,Mumbai Small Causes Court,RAE,7986,Civil,29-06-2022
Maharashtra,Mumbai Small Causes Court,RAER,3779,Civil,18-09-2022
Maharashtra,Mumbai Small Causes Court,RAN,232,Civil,07-05-2023
Maharashtra,Mumbai Small Causes Court,RES,55,Civil,17-04-2022
Maharashtra,Mumbai Small Causes Court,REVIEW,87,Civil,16-06-2023
Maharashtra,Mumbai Small Causes Court,REVISION,2090,Civil,13-08-2022
Maharashtra,Mumbai Small Causes Court,RR,53,Civil,14-10-2023
Maharashtra,Mumbai Small Causes Court,TD,57,Civil,05-01-2023
Maharashtra,Mumbai Small Causes Court,TE,152,Civil,14-10-2023
Maharashtra,Mumbai Small Causes Court,TER,465,Civil,26-11-2021
Maharashtra,Nagpur,AC CRI.M.A.,68,Criminal,25-03-2022
Maharashtra,Nagpur,ARBITRATION CASE,11,Civil,06-06-2022
Maharashtra,Nagpur,ATRO.SPL.CASE,795,Criminal,01-12-2021
Maharashtra,Nagpur,C.APPLN.,291,Civil,05-02-2023
Maharashtra,Nagpur,CHAPTER CASE,32,Criminal,05-07-2023
Maharashtra,Nagpur,CIVIL M.A.,14879,Civil,24-01-2023
Maharashtra,Nagpur,CIVIL REVN.,510,Civil,25-11-2021
Maharashtra,Nagpur,CIVIL SUIT,114,Civil,26-10-2023
Maharashtra,Nagpur,COMMERCIAL SUIT,166,Civil,01-04-2022
Maharashtra,Nagpur,CONTEMPT PROCEEDING,3,Other,05-12-2021
Maharashtra,Nagpur,CRI.APPEAL,4943,Criminal,28-08-2023
Maharashtra,Nagpur,CRI.BAIL APPLN.,6,Criminal,21-07-2022
Maharashtra,Nagpur,CRI.CASE,631,Criminal,03-12-2021
Maharashtra,Nagpur,CRI.M.A.,115282,Criminal,28-04-2023
Maharashtra,Nagpur,CRI.MUNICIPAL APPEAL,10,Criminal,08-11-2022
Maharashtra,Nagpur,CRI.REV.APP.,10287,Criminal,16-01-2022
Maharashtra,Nagpur,DARKHAST,17,Civil,12-03-2023
Maharashtra,Nagpur,DISTRESS WARRANT,560,Civil,05-12-2022
Maharashtra,Nagpur,E.C.ACT.SPL.CASE,14,Criminal,13-02-2022
Maharashtra,Nagpur,E.S.I.ACT CASE,1,Civil,16-09-2023
Maharashtra,Nagpur,ELEC.PETN.,320,Other,28-02-2022
Maharashtra,Nagpur,FINAL DECREE,834,Civil,08-05-2023
Maharashtra,Nagpur,I.C.M.A.,4,Civil,06-12-2021
Maharashtra,Nagpur,INSOLVENCY,55,Civil,03-10-2022
Maharashtra,Nagpur,JUVENILE,7674,Criminal,04-06-2022
Maharashtra,Nagpur,JUVENILE CRI.MA,222,Criminal,05-09-2022
Maharashtra,Nagpur,L.A.R.,11452,Civil,20-01-2023
Maharashtra,Nagpur,L.R.DKST.,229,Civil,14-08-2023
Maharashtra,Nagpur,L.R.M.A.,10,Civil,13-06-2022
Maharashtra,Nagpur,M.A.C.P.,24588,Civil,14-03-2023
Maharashtra,Nagpur,M.A.N.R.J.I.,1328,Civil,27-04-2022
Maharashtra,Nagpur,M.C.A.,6241,Civil,11-04-2023
Maharashtra,Nagpur,M.J.CASES,11759,Civil,13-03-2023
Maharashtra,Nagpur,MACP C APPLN.,6,Civil,23-09-2022
Maharashtra,Nagpur,MACP M.A.N.R.J.I.,30,Civil,12-02-2023
Maharashtra,Nagpur,MACP SPL.,649,Civil,20-09-2023
Maharashtra,Nagpur,MACP. DKST.,7612,Civil,10-06-2023
Maharashtra,Nagpur,MACP. M.A.,2916,Civil,26-05-2023
Maharashtra,Nagpur,MAHA P.I.D. 1999.,32,Criminal,19-09-2022
Maharashtra,Nagpur,MARRIAGE PETN.,4475,Civil,04-01-2023
Maharashtra,Nagpur,MCOCO.REVN.,5,Criminal,05-04-2023
Maharashtra,Nagpur,MCOCO1999,147,Criminal,05-12-2021
Maharashtra,Nagpur,MESNE PROFIT,505,Civil,10-02-2023
Maharashtra,Nagpur,MPID M.A.,18,Criminal,23-08-2022
Maharashtra,Nagpur,MPID M.A. OTHERS,78,Criminal,27-09-2023
Maharashtra,Nagpur,MSEB MA,1,Other,12-04-2022
Maharashtra,Nagpur,MUNCI. APPEAL,109,Civil,06-08-2023
Maharashtra,Nagpur,NDPS M.A..,1,Criminal,04-04-2022
Maharashtra,Nagpur,NDPS. S. CASE,1786,Criminal,17-09-2022
Maharashtra,Nagpur,OTHER MISC.APPLN.,59,Civil,25-02-2022
Maharashtra,Nagpur,OTHER MISC.CRI.APPLN,3075,Criminal,31-01-2023
Maharashtra,Nagpur,PROBATE,195,Civil,19-05-2023
Maharashtra,Nagpur,PWDVA APPLN.,59,Criminal,25-04-2022
Maharashtra,Nagpur,PWDVA EXECUTION,4,Criminal,25-11-2022
Maharashtra,Nagpur,R.C.A.,5284,Civil,04-11-2022
Maharashtra,Nagpur,R.C.C.,100715,Criminal,13-09-2023
Maharashtra,Nagpur,R.C.S.,53185,Civil,04-12-2021
Maharashtra,Nagpur,REG DKST,11442,Civil,28-05-2022
Maharashtra,Nagpur,REG.SUM.SUIT,3,Civil,07-07-2023
Maharashtra,Nagpur,RENT APPEAL,2,Civil,17-02-2023
Maharashtra,Nagpur,S.C.C.,199847,Criminal,26-12-2021
Maharashtra,Nagpur,SESSIONS CASE,34,Criminal,01-11-2022
Maharashtra,Nagpur,SMALL CAUSE DKST,2834,Civil,25-09-2022
Maharashtra,Nagpur,SMALL CAUSE SUIT,92,Civil,10-03-2022
Maharashtra,Nagpur,SPL .DKST,4783,Civil,09-09-2022
Maharashtra,Nagpur,SPL CASE MSEB,3,Other,25-03-2023
Maharashtra,Nagpur,SPL.C.S.,20592,Civil,16-05-2022
Maharashtra,Nagpur,SPL.CASE,19,Criminal,15-06-2022
Maharashtra,Nagpur,SPL.CASE ACB,1,Criminal,23-09-2023
Maharashtra,Nagpur,SPL.CRI.M.A.,3,Criminal,11-05-2023
Maharashtra,Nagpur,SPL.M.A. CHILD PROT.,3,Criminal,06-04-2022
Maharashtra,Nagpur,SPL.SUM.SUIT,2,Civil,24-02-2023
Maharashtra,Nagpur,SUCCESSION,3550,Civil,08-03-2022
Maharashtra,Nagpur,SUIT TRADE MARK ACT,3,Civil,03-12-2022
Maharashtra,Nagpur,SUM. DARKHAST,3,Civil,25-09-2023
Maharashtra,Nagpur,SUM.CIV.SUIT,4185,Civil,24-07-2023
Maharashtra,Nagpur,TADA S. C.,1,Criminal,27-01-2022
Maharashtra,Pune,AC CRI.M.A.,937,Criminal,11-08-2023
Maharashtra,Pune,ARBITRATION CASE,34,Civil,17-07-2023
Maharashtra,Pune,ARBITRATION R.D,4910,Civil,12-12-2021
Maharashtra,Pune,ATRO.SPL.CASE,1144,Criminal,23-05-2023
Maharashtra,Pune,C.APPLN.,2051,Civil,10-05-2023
Maharashtra,Pune,CHAPTER CASE,25,Criminal,10-05-2023
Maharashtra,Pune,CIVIL APPEAL PPE,34,Civil,04-07-2023
Maharashtra,Pune,CIVIL M.A.,51584,Civil,12-05-2023
Maharashtra,Pune,CIVIL REVN.,1034,Civil,26-12-2022
Maharashtra,Pune,CIVIL SUIT,9093,Civil,28-02-2022
Maharashtra,Pune,CRI.APPEAL,10928,Criminal,24-06-2022
Maharashtra,Pune,CRI.BAIL APPLN.,102756,Criminal,24-11-2021
Maharashtra,Pune,CRI.CASE,6549,Criminal,04-11-2022
Maharashtra,Pune,CRI.M.A.,131546,Criminal,01-01-2023
Maharashtra,Pune,CRI.MUNICIPAL APPEAL,409,Criminal,17-07-2023
